timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,ch_07_raw,channel_8,channel_9,sensor_id
2047-03-15 01:39:40,57.33,66.46,62.01,41.95,48.64,49.41,60.87,55.89,67.75,RADIO-7
2047-03-15 00:35:40,58.11,56.14,63.59,52.41,60.46,54.64,,59.93,59.2,RADIO-7
2047-03-15 00:29:30,68.72,66.24,65.98,52.63,60.69,52.74,63.65,54.08,61.13,RADIO-7
2047-03-15 00:28:30,55.11,70.27,51.31,57.01,59.51,60.79,60.35,62.47,61.7,RADIO-7
2047-03-15 00:23:50,61.11,67.14,58.15,61.01,55.63,64.1,54.54,59.95,61.13,RADIO-7
2047-03-15 01:48:00,58.61,65.82,62.55,62.96,61.92,66.64,56.1,58.84,64.79,RADIO-7
2047-03-15 02:47:40,65.37,68.9,64.09,57.93,46.17,69.65,63.67,52.81,62.77,RADIO-7
2047-03-15 03:06:40,66.63,62.64,63.02,66.04,67.51,57.39,,66.18,58.84,RADIO-7
2047-03-15 00:56:20,62.48,52.98,,57.9,55.85,60.83,,68.87,52.42,RADIO-7
CORRUPTED_TS_3506,50.32,54.96,68.46,,50.4,71.28,66.18,67.14,57.24,RADIO-7
2047-03-15 00:14:20,65.49,48.98,57.68,74.91,55.37,58.14,66.45,62.5,48.7,RADIO-7
2047-03-15 02:19:20,69.3,62.35,66.04,67.04,72.51,65.57,50.68,63.22,50.9,RADIO-7
2047-03-15 02:51:00,60.23,68.52,61.52,56.13,59.35,61.86,57.4,54.13,67.8,RADIO-7
2047-03-15 02:37:00,63.9,61.04,53.84,49.07,60.12,67.8,51.32,68.38,60.41,RADIO-7
2047-03-15 00:45:10,51.38,56.34,63.49,60.95,,64.45,58.16,69.42,52.63,RADIO-7
2047-03-15 02:31:00,51.84,54.6,63.19,174.67,65.84,53.02,59.77,64.98,,RADIO-7
2047-03-15 01:49:20,60.08,68.35,56.67,54.98,56.23,52.38,52.76,58.9,64.12,RADIO-7
2047-03-15 00:57:10,56.96,57.26,63.35,45.66,57.56,59.01,68.09,65.31,70.99,RADIO-7
2047-03-15 00:35:10,66.81,63.34,53.17,62.52,64.4,60.76,60.58,63.49,55.79,RADIO-7
2047-03-15 01:52:30,55.33,68.37,70.91,59.39,69.82,64.66,57.87,69.26,63.43,RADIO-7
CORRUPTED_TS_4978,61.34,61.24,62.02,47.7,62.81,70.65,64.06,63.42,60.26,RADIO-7
2047-03-15 02:01:30,55.33,71.75,57.53,57.59,59.34,70.7,51.09,65.97,66.39,RADIO-7
2047-03-15 00:55:30,,59.11,54.72,64.57,62.72,58.27,57.36,48.72,55.67,RADIO-7
2047-03-15 01:17:50,64.55,56.97,54.68,61.78,56.71,57.1,57.1,54.92,62.6,RADIO-7
2047-03-15 01:57:40,52.32,50.57,52.24,56.22,53.69,57.52,60.51,64.55,60.09,RADIO-7
2047-03-15 02:44:00,59.98,46.73,66.64,58.87,59.17,52.48,60.32,55.66,54.95,RADIO-7
2047-03-15 02:21:10,74.73,59.94,55.6,60.6,69.41,62.86,55.76,54.05,53.69,RADIO-7
2047-03-15 03:15:20,60.63,60.96,61.92,63.87,64.12,58.99,61.5,57.06,65.27,RADIO-7
2047-03-15 02:22:00,56.18,56.05,63.83,66.9,59.21,60.19,57.46,57.39,65.49,RADIO-7
2047-03-15 00:08:50,63.67,62.24,55.71,55.05,60.89,65.13,65.8,56.25,69.11,RADIO-7
2047-03-15 01:59:00,59.77,49.19,62.33,57.54,,48.22,57.97,60.09,56.08,RADIO-7
2047-03-15 01:28:20,63.83,58.66,65.21,58.54,56.77,63.47,69.26,57.8,,RADIO-7
2047-03-15 03:01:30,58.82,68.53,50.41,57.1,57.9,65.19,48.56,61.61,56.97,RADIO-7
2047-03-15 01:11:20,66.35,60.41,65.71,69.59,63.6,68.12,50.36,63.1,49.77,RADIO-7
2047-03-15 00:02:50,61.89,61.67,62.04,58.3,54.75,61.17,69.33,60.56,52.97,RADIO-7
2047-03-15 01:31:20,62.23,,58.88,56.91,48.01,62.35,64.38,62.13,49.61,RADIO-7
2047-03-15 03:04:10,53.76,78.66,51.77,59.23,57.67,57.67,64.79,65.94,55.76,RADIO-7
2047-03-15 02:45:10,47.75,62.77,55.18,61.18,44.96,65.77,57.54,69.09,57.77,RADIO-7
2047-03-15 02:00:20,51.91,53.56,62.95,67.32,64.52,62.13,52.46,64.09,66.22,RADIO-7
CORRUPTED_TS_2245,60.6,52.74,72.34,52.8,52.26,55.1,51.75,66.06,57.22,RADIO-7
2047-03-15 00:26:40,54.15,59.91,53.92,61.93,58.09,60.86,55.44,57.59,51.48,RADIO-7
2047-03-15 02:52:10,63.88,65.36,59.41,65.03,64.92,54.11,56.53,56.18,,RADIO-7
2047-03-15 01:50:40,55.72,,50.91,59.64,48.2,55.68,57.25,62.74,64.58,RADIO-7
2047-03-15 00:17:50,61.05,59.95,67.47,68.11,53.08,54.84,68.62,54.97,65.96,RADIO-7
2047-03-15 01:23:30,,,57.45,55.33,58.12,52.74,53.32,,61.2,RADIO-7
2047-03-15 01:54:50,,59.91,60.86,63.63,57.69,55.83,,56.53,55.49,RADIO-7
2047-03-15 02:42:10,56.08,60.91,,56.49,54.98,66.98,55.3,,62.47,RADIO-7
2047-03-15 01:46:10,60.44,60.65,61.02,57.92,67.1,52.13,,68.08,58.89,RADIO-7
2047-03-15 02:02:10,49.78,59.36,68.97,61.2,61.26,55.92,,61.64,59.1,RADIO-7
2047-03-15 00:49:50,63.78,63.56,67.97,62.28,60.41,56.49,58.92,52.92,65.68,RADIO-7
2047-03-15 00:25:40,61.76,56.54,54.79,,61.96,,67.87,65.66,57.25,RADI0-7
2047-03-15 00:00:20,63.89,60.73,56.72,72.3,51.63,54.35,64.88,63.75,61.14,RADIO-7
2047-03-15 01:59:20,60.69,55.27,58.83,53.24,63.03,66.29,58.35,69.68,67.34,RADIO-7
2047-03-15 00:07:00,59.31,56.51,52.25,54.06,64.11,73.21,54.88,58.58,61.59,RADIO-7
2047-03-15 01:39:30,54.13,55.22,52.55,50.61,64.4,56.35,58.08,69.53,66.18,RADIO-7
2047-03-15 00:49:10,55.84,72.04,68.59,66.01,57.92,64.07,57.13,65.43,55.33,RADIO-7
2047-03-15 01:49:00,75.44,66.13,70.41,61.4,65.86,56.73,54.13,49.53,,RADIO-7
2047-03-15 00:43:40,40.55,58.75,,59.96,57.99,59.05,52.91,64.78,63.18,RADIO-7
2047-03-15 02:26:30,67.13,57.3,63.32,66.32,57.01,50.24,68.01,58.16,62.36,RADIO-7
2047-03-15 00:50:00,55.03,64.67,62.32,56.66,66.17,58.67,109.0,69.55,65.61,RADIO-7
2047-03-15 00:28:40,59.54,51.77,58.2,55.31,53.95,57.71,57.64,62.46,51.45,RADIO-7
2047-03-15 03:16:50,68.35,54.26,67.99,61.75,69.74,57.85,61.84,51.54,50.21,RADIO-7
2047-03-15 01:37:50,54.9,55.49,60.56,55.7,50.92,58.44,56.17,,53.5,RADIO-7
CORRUPTED_TS_6111,78.47,65.99,61.75,57.67,55.34,58.54,55.79,63.4,62.15,RADIO-7
2047-03-15 02:40:10,67.97,61.48,49.88,70.31,63.1,61.39,,68.48,63.67,RADIO-7
2047-03-15 00:10:50,,,65.32,52.45,49.89,58.36,56.06,57.71,67.65,RADIO-7
2047-03-15 02:10:50,66.48,63.08,67.98,57.57,55.66,57.47,54.96,59.6,59.19,RADIO-7
2047-03-15 01:19:20,,67.3,54.38,57.82,51.18,66.22,58.71,58.34,56.06,RADIO-7
2047-03-15 03:08:10,61.97,65.09,53.69,60.12,62.42,,59.25,59.09,53.35,
2047-03-15 02:38:50,68.66,61.38,60.46,54.2,51.86,55.99,50.88,61.01,51.23,RADIO-7
2047-03-15 01:05:00,54.61,53.57,63.57,49.86,56.19,48.35,54.92,47.31,68.6,RADIO-7
2047-03-15 02:01:00,60.11,44.82,48.54,56.43,66.71,55.15,54.56,63.43,60.83,RADIO-7
2047-03-15 01:49:50,59.13,61.56,57.63,54.67,58.78,61.79,63.27,,59.8,RADIO-7
2047-03-15 03:18:20,60.63,48.92,66.41,58.41,63.23,60.95,62.38,65.26,58.45,RADIO-7
2047-03-15 02:21:40,56.26,64.95,63.62,57.03,58.94,53.28,108.0,55.16,62.73,RADIO-7
2047-03-15 03:00:40,62.29,57.21,53.94,53.78,51.13,58.15,53.98,51.05,50.54,RADIO-7
2047-03-15 02:29:20,59.13,64.02,70.06,55.17,57.6,55.68,66.92,55.44,51.08,RADIO-7
2047-03-15 01:20:50,51.47,67.13,57.13,58.65,62.49,74.99,65.41,62.57,61.05,RADIO-7
2047-03-15 03:18:50,61.92,56.1,51.12,61.59,63.11,65.95,57.92,66.82,62.65,RADIO-7
2047-03-15 02:37:20,71.08,58.66,54.21,62.22,49.39,49.23,66.51,60.19,58.4,RADIO-7
2047-03-15 01:47:40,43.82,,66.95,60.99,51.9,63.32,54.65,67.67,52.01,RADIO-7
2047-03-15 00:24:00,61.56,65.7,74.56,54.03,70.49,63.54,,60.36,63.43,RADIO-7
2047-03-15 00:35:30,63.91,72.99,59.96,60.59,58.57,52.17,62.4,59.13,66.72,RADIO-7
2047-03-15 02:03:40,56.25,61.61,59.41,71.69,67.34,50.59,51.34,61.49,56.09,RADIO-7
2047-03-15 01:50:20,59.8,64.76,59.44,64.56,66.54,65.19,51.5,62.4,63.55,RADIO-7
2047-03-15 01:51:10,69.02,66.76,60.11,48.03,61.5,58.71,64.86,63.44,59.25,RADIO-7
2047-03-15 00:48:40,56.46,,59.76,55.2,51.65,63.03,56.38,63.18,57.82,RADIO-7
2047-03-15 01:45:00,49.85,64.25,45.07,50.57,55.88,50.59,58.84,59.93,65.73,RADIO-7
2047-03-15 01:44:30,59.25,68.47,62.7,62.52,59.88,68.73,,66.43,60.52,RADIO-7
2047-03-15 02:38:30,62.11,69.97,57.95,65.04,52.6,67.03,56.73,,,RADIO-7
2047-03-15 00:42:10,66.19,75.61,66.18,53.36,58.37,61.81,66.13,59.17,56.15,RADIO-7
2047-03-15 00:45:20,66.98,59.2,61.56,53.42,63.66,59.45,52.58,59.6,58.08,RADIO-7
2047-03-15 01:29:50,56.54,70.26,,60.03,64.62,53.86,63.69,59.08,52.22,RADIO-7
2047-03-15 02:22:50,62.83,65.25,55.73,52.13,59.73,58.24,58.27,53.42,75.79,RADIO-7
2047-03-15 02:08:30,56.63,42.36,63.65,56.72,56.8,60.2,63.87,60.27,58.66,RADIO-7
2047-03-15 01:26:30,64.51,57.39,67.78,53.76,63.24,62.04,52.59,64.96,53.26,RADIO-7
2047-03-15 02:05:40,54.3,56.43,53.77,62.43,59.62,48.35,68.11,58.23,64.17,RADIO-7
CORRUPTED_TS_4249,58.56,55.14,59.66,57.25,60.8,56.9,67.02,,59.44,RADIO-7
2047-03-15 00:04:10,60.67,59.22,63.09,54.31,61.45,60.7,53.28,59.8,55.92,RADIO-7
2047-03-15 00:27:50,71.38,54.4,63.91,67.82,,59.08,57.18,63.16,60.38,RADIO-7
2047-03-15 00:46:11,56.4,62.52,50.61,61.46,66.22,58.9,61.17,62.67,51.83,RADIO-7
2047-03-15 02:16:30,66.39,52.56,64.33,46.69,59.08,56.74,65.87,57.52,60.06,RADIO-7
2047-03-15 01:06:50,56.4,68.25,76.16,59.81,56.94,55.12,56.95,53.08,58.17,RADIO-7
2047-03-15 01:07:10,60.28,55.2,53.98,62.84,64.62,63.03,,63.81,60.66,RADIO-7
2047-03-15 01:33:40,65.23,60.45,56.83,58.39,60.37,58.84,53.84,61.54,,RADIO-7
2047-03-15 01:02:40,65.23,50.31,58.46,63.04,52.19,62.15,47.08,57.94,70.05,RADIO-7
2047-03-15 03:19:00,50.44,59.5,67.56,59.1,65.18,64.48,54.98,60.62,65.12,RADIO-7
2047-03-15 01:28:10,54.57,71.03,65.91,69.94,49.52,55.19,61.13,60.76,53.1,RADIO-7
2047-03-15 00:47:50,63.53,49.44,50.79,,63.03,64.19,62.77,68.28,57.99,RADIO-7
2047-03-15 00:49:00,62.14,69.25,62.13,57.64,59.31,52.85,53.64,59.79,59.18,RADIO-7
2047-03-15 01:39:20,58.38,58.09,61.55,66.58,61.44,56.97,51.96,67.13,61.64,RADIO-7
2047-03-15 01:44:10,56.93,62.65,57.67,63.12,63.94,47.7,66.99,64.17,65.55,RADIO-7
2047-03-15 00:38:50,56.09,56.5,61.87,51.46,63.23,45.07,54.45,66.88,57.88,RADIO-7
2047-03-15 00:33:30,63.36,63.22,63.72,,57.28,53.42,63.44,55.43,63.02,RADIO-7
2047-03-15 00:16:50,57.48,65.95,65.81,68.72,53.89,61.38,56.91,57.29,62.68,RADIO-7
2047-03-15 01:51:20,44.09,53.45,61.35,53.27,58.04,62.31,53.07,68.95,59.11,RADIO-7
2047-03-15 01:24:00,56.1,62.46,50.9,59.62,,66.39,55.43,57.46,54.85,RADIO-7
2047-03-15 01:03:00,73.14,55.59,59.63,63.41,59.25,65.44,56.63,66.94,53.92,RADIO-7
2047-03-15 01:43:00,62.89,58.73,57.29,61.95,56.58,51.37,57.31,58.83,67.12,RADIO-7
2047-03-15 01:14:51,53.64,,56.77,62.36,62.54,62.02,53.65,64.01,62.6,RADIO-7
2047-03-15 02:46:00,70.79,62.56,63.03,58.33,,64.61,63.86,63.82,63.13,RADIO-7
2047-03-15 00:50:40,59.87,58.98,61.5,69.69,62.4,48.32,56.13,70.47,65.82,RADIO-7
2047-03-15 03:00:50,62.58,62.77,56.91,63.99,70.03,47.37,,67.77,54.9,RADIO-7
2047-03-15 03:15:00,64.55,59.06,58.22,60.09,65.85,57.1,57.68,57.74,67.42,RADIO-7
2047-03-15 02:26:20,59.9,59.16,60.48,51.63,62.16,58.2,62.15,57.22,71.4,RADIO-7
2047-03-15 01:20:10,54.27,59.85,47.28,55.81,,47.83,55.17,,52.15,RADIO-7
2047-03-15 01:26:40,49.98,63.08,55.69,56.35,61.34,57.91,58.97,70.1,75.02,RADIO-7
2047-03-15 01:36:20,51.13,57.42,63.26,70.88,63.65,61.52,58.63,63.75,69.05,RADIO-7
2047-03-15 02:12:00,61.63,67.13,73.69,61.95,55.48,65.34,69.83,63.71,66.54,RADIO-7
2047-03-15 01:49:30,59.86,58.5,61.23,68.55,58.33,69.22,54.68,59.31,58.43,RADIO-7
2047-03-15 03:14:00,66.14,56.22,65.75,54.03,68.21,55.55,65.27,62.82,69.34,RADIO-7
2047-03-15 00:51:10,56.45,65.73,60.14,51.56,60.28,65.14,55.35,62.45,73.94,RADIO-7
2047-03-15 00:08:00,62.06,61.4,55.3,64.7,56.63,152.89,,55.28,61.89,RADIO-7
2047-03-15 01:15:00,59.62,63.48,56.71,55.57,54.21,58.36,116.0,71.21,49.37,RADIO-7
2047-03-15 01:44:00,69.56,61.01,48.78,51.76,58.93,56.07,65.78,60.28,67.65,RADIO-7
2047-03-15 02:39:30,62.74,58.09,47.23,62.16,58.01,70.84,53.78,64.49,58.4,RADIO-7
2047-03-15 02:49:20,56.09,57.38,65.04,66.88,55.11,59.79,68.91,70.4,62.24,RADIO-7
2047-03-15 02:45:50,58.31,56.03,,60.95,59.36,58.21,65.99,64.21,63.13,RADIO-7
2047-03-15 03:07:10,53.14,70.05,69.77,58.18,60.49,59.73,69.85,73.03,60.43,RADIO-7
2047-03-15 02:46:40,68.4,70.83,,58.7,61.77,,100.0,64.29,67.13,RADIO-7
2047-03-15 02:32:10,69.46,53.99,53.91,54.39,62.39,66.98,52.39,59.48,,RADIO-7
2047-03-15 01:23:20,65.56,62.1,59.73,51.13,58.75,,111.0,59.3,68.43,RADIO-7
2047-03-15 02:40:50,68.64,53.91,71.72,56.58,58.09,63.22,77.96,51.13,51.35,RADIO-7
2047-03-15 02:49:50,62.54,58.52,56.81,59.37,58.41,60.33,52.13,58.5,48.66,RADIO-7
2047-03-15 00:05:00,56.39,56.66,63.39,,65.21,50.2,53.77,55.4,72.03,RADIO-7
2047-03-15 00:00:30,69.14,63.26,58.37,60.13,55.75,56.71,,58.98,57.72,RADIO-7
2047-03-15 00:58:20,61.87,,70.53,63.09,73.65,76.68,101.0,65.29,65.21,RADIO-7
2047-03-15 00:37:30,66.53,48.2,54.83,67.03,52.59,58.03,,61.27,50.8,RADIO-7
2047-03-15 00:22:40,55.3,56.32,65.85,57.25,60.02,66.54,59.78,63.83,62.51,RADIO-7
2047-03-15 01:26:01,63.01,61.99,58.95,58.54,50.94,70.15,55.72,70.58,62.67,RADIO-7
2047-03-15 00:39:20,47.85,58.51,61.14,67.43,73.11,,55.36,67.65,66.15,RADIO-7
2047-03-15 01:30:20,63.18,,,62.29,49.79,49.49,56.21,59.13,56.31,RADIO-7
2047-03-15 02:18:40,53.98,62.86,53.57,,60.91,53.09,,60.41,61.89,RADIO-7
2047-03-15 01:23:10,51.7,61.08,61.72,60.43,61.67,57.85,65.1,,56.5,RADIO-7
2047-03-15 00:57:00,61.47,69.97,60.26,56.42,66.2,59.14,64.77,60.79,72.13,RADIO-7
2047-03-15 00:12:50,58.21,62.36,68.72,59.1,62.59,54.63,59.6,50.69,69.54,RADIO-7
2047-03-15 00:03:40,60.41,63.8,58.62,48.13,54.93,74.95,58.78,56.41,61.09,RADIO-7
2047-03-15 02:39:31,62.74,58.09,47.23,62.16,58.01,70.84,53.78,64.49,58.4,RADIO-7
2047-03-15 02:23:30,50.91,59.18,60.28,71.1,54.47,71.08,,,54.06,RADIO-7
2047-03-15 02:24:20,61.72,45.37,,65.1,,66.57,66.99,58.52,55.08,RADIO-7
2047-03-15 02:53:10,66.28,64.12,,43.01,56.45,55.3,54.21,59.38,59.83,RADIO-7
2047-03-15 01:54:41,64.27,57.16,48.29,69.05,55.73,49.47,63.51,59.21,56.48,RADIO-7
2047-03-15 01:58:40,56.73,63.83,58.19,62.97,63.83,68.61,58.73,66.37,56.6,
2047-03-15 02:13:40,60.58,55.25,61.33,54.72,58.72,45.9,58.97,57.06,67.19,RADIO-7
2047-03-15 01:46:40,57.99,59.23,63.66,48.95,56.39,53.41,59.62,61.3,70.11,RADIO-7
2047-03-15 01:59:40,57.82,58.99,66.29,60.93,52.56,70.47,55.87,59.5,66.8,RADIO-7
2047-03-15 02:32:00,61.5,60.25,72.52,56.47,65.14,55.88,49.46,66.47,59.43,RADIO-7
2047-03-15 02:55:00,56.25,59.23,57.13,58.51,61.46,65.81,101.0,58.96,58.68,RADIO-7
2047-03-15 00:50:50,60.7,57.28,66.27,58.07,61.21,,46.55,63.98,52.45,RADIO-7
2047-03-15 02:49:00,70.42,57.18,56.7,60.34,45.39,58.15,56.96,52.65,61.09,RADIO-7
2047-03-15 02:13:00,60.17,59.02,57.77,66.48,60.68,58.31,,45.08,,RADIO-7
2047-03-15 00:23:20,61.36,60.96,55.74,55.71,,,56.4,58.08,55.12,RADIO-7
2047-03-15 02:35:20,51.31,64.04,69.54,63.13,66.14,61.48,61.69,,57.39,RADIO-7
2047-03-15 01:55:50,58.14,57.78,67.68,50.84,52.35,53.52,56.71,60.93,58.37,RADIO-7
2047-03-15 01:12:40,69.77,54.27,71.42,63.1,,51.93,53.41,56.72,58.17,RADIO-7
2047-03-15 02:52:20,,52.73,73.63,55.92,61.11,69.63,66.34,69.26,61.86,RADIO-7
2047-03-15 01:04:50,56.54,60.52,61.09,,70.39,64.53,61.02,55.74,55.38,RADIO-7
2047-03-15 00:58:30,68.85,58.78,69.44,54.99,54.89,53.77,71.5,63.24,61.36,RADIO-7
CORRUPTED_TS_6934,59.89,65.48,61.17,59.44,60.82,72.87,67.88,,62.35,RADIO-7
2047-03-15 01:55:30,63.7,59.34,62.52,58.75,72.5,62.8,,67.69,58.95,RADIO-7
2047-03-15 02:09:20,55.64,66.74,51.2,,55.99,65.23,54.07,,65.76,RADIO-7
2047-03-15 00:25:20,55.92,63.25,71.23,67.52,64.74,55.36,56.98,63.16,53.55,RADIO-7
2047-03-15 00:34:30,63.08,69.01,46.77,48.19,62.93,60.78,64.2,70.51,65.86,RADIO-7
2047-03-15 01:06:00,49.72,63.71,63.44,47.53,66.18,60.7,,56.92,48.01,RADIO-7
2047-03-15 00:40:50,57.99,56.09,55.29,64.97,,62.99,69.02,48.18,58.57,RADIO-7
2047-03-15 02:51:50,49.99,64.74,68.08,56.76,59.28,56.81,48.91,55.02,60.63,RADIO-7
2047-03-15 02:55:10,62.37,69.07,52.47,63.76,57.18,62.39,53.66,62.49,61.41,RADIO-7
2047-03-15 02:14:10,58.14,61.28,55.94,65.08,61.32,59.24,63.42,49.77,66.27,RADIO-7
2047-03-15 00:03:00,54.55,54.99,62.34,67.17,63.77,59.12,53.31,56.7,66.16,RADIO-7
2047-03-15 02:37:40,50.85,,58.29,59.4,57.7,48.97,63.77,61.99,62.13,RADIO-7
2047-03-15 02:33:00,57.32,44.63,66.73,,63.34,70.51,58.61,57.22,50.64,RADIO-7
CORRUPTED_TS_7071,64.98,55.55,65.47,58.95,62.59,60.95,64.89,64.9,56.03,RADIO-7
2047-03-15 03:11:40,54.05,66.36,56.81,66.62,60.82,64.12,50.96,62.16,61.95,RADIO-7
2047-03-15 02:28:30,63.04,61.8,45.07,54.25,49.52,81.17,65.08,62.02,60.51,RADIO-7
2047-03-15 02:41:10,70.81,52.45,61.07,52.62,59.52,59.54,64.34,68.01,63.94,RADIO-7
2047-03-15 01:20:00,59.23,62.42,46.57,63.8,56.15,64.16,63.2,47.06,,RADIO-7
2047-03-15 03:18:10,54.19,66.21,57.62,58.98,57.64,47.85,52.48,64.79,57.27,RADIO-7
2047-03-15 02:49:40,58.08,72.6,52.24,59.9,52.5,67.74,58.68,60.65,67.69,RADIO-7
2047-03-15 01:09:10,55.51,79.16,64.88,56.53,63.03,55.92,53.52,60.39,60.25,RADIO-7
2047-03-15 01:25:20,58.57,46.96,55.61,69.35,55.17,55.43,58.52,58.66,55.97,RADIO-7
2047-03-15 01:21:20,70.12,61.7,57.69,66.84,,62.41,58.6,59.59,64.62,RADIO-7
2047-03-15 00:44:50,60.78,62.67,63.75,65.98,61.74,62.96,63.73,64.79,58.13,radio_7
2047-03-15 00:54:10,52.71,66.53,60.02,57.98,55.9,51.52,55.26,57.74,,RADIO-7
2047-03-15 02:27:40,63.5,56.95,58.02,62.52,67.53,51.14,48.09,62.57,58.55,RADIO-7
2047-03-15 00:16:30,58.59,61.93,62.04,58.66,63.62,55.69,66.73,66.39,51.06,N/A
2047-03-15 02:54:40,68.86,58.87,57.67,50.3,54.47,52.37,80.26,57.71,57.82,RADIO-7
2047-03-15 00:37:20,57.17,,62.46,55.98,73.66,63.12,49.24,66.13,58.94,RADIO-7
2047-03-15 01:51:50,47.56,58.71,70.22,56.86,62.29,56.01,71.42,56.88,57.66,RADIO-7
2047-03-15 02:00:10,49.74,64.49,56.33,59.36,56.03,66.52,,51.47,63.59,RADIO-7
2047-03-15 00:18:50,74.78,63.35,58.47,47.2,60.95,54.76,48.32,62.88,58.01,RADIO-7
2047-03-15 01:52:10,57.77,64.68,69.79,53.52,57.13,60.75,54.59,68.94,65.64,RADIO-7
